FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHSP
2013-02-26,1.8650,2.4390,-1.32,场内买入,场内卖出,
2013-02-25,1.8900,2.4680,0.37,场内买入,场内卖出,
2013-02-22,1.8830,2.4600,-0.69,场内买入,场内卖出,
2013-02-21,1.8960,2.4750,-4.00,场内买入,场内卖出,
2013-02-20,1.9750,2.5690,-0.10,场内买入,场内卖出,
2013-02-19,1.9770,2.5710,-1.64,场内买入,场内卖出,
2013-02-18,2.0100,2.6100,-1.37,场内买入,场内卖出,
2013-02-08,2.0380,2.6440,-0.34,场内买入,场内卖出,
2013-02-07,2.0450,2.6520,-1.35,场内买入,场内卖出,
2013-02-06,2.0730,2.6850,0.48,场内买入,场内卖出,
2013-02-05,2.0630,2.6730,0.19,场内买入,场内卖出,
2013-02-04,2.0590,2.6680,0.54,场内买入,场内卖出,
2013-02-01,2.0480,2.6550,3.07,场内买入,场内卖出,
2013-01-31,1.9870,2.5830,0.20,场内买入,场内卖出,
2013-01-30,1.9830,2.5780,0.30,场内买入,场内卖出,
2013-01-29,1.9770,2.5710,1.28,场内买入,场内卖出,
2013-01-28,1.9520,2.5420,3.66,场内买入,场内卖出,
2013-01-25,1.8830,2.4600,-0.69,场内买入,场内卖出,
2013-01-24,1.8960,2.4750,-0.52,场内买入,场内卖出,
2013-01-23,1.9060,2.4870,0.63,场内买入,场内卖出,
2013-01-22,1.8940,2.4730,-0.05,场内买入,场内卖出,
2013-01-21,1.8950,2.4740,0.58,场内买入,场内卖出,
2013-01-18,1.8840,2.4610,1.73,场内买入,场内卖出,
2013-01-17,1.8520,2.4230,-1.12,场内买入,场内卖出,
2013-01-16,1.8730,2.4480,-1.16,场内买入,场内卖出,
2013-01-15,1.8950,2.4740,0.37,场内买入,场内卖出,
2013-01-14,1.8880,2.4660,3.96,场内买入,场内卖出,
2013-01-11,1.8160,2.3810,-1.94,场内买入,场内卖出,
2013-01-10,1.8520,2.4230,0.00,场内买入,场内卖出,
2013-01-09,1.8520,2.4230,-0.16,场内买入,场内卖出,
2013-01-08,1.8550,2.4270,-1.17,场内买入,场内卖出,
2013-01-07,1.8770,2.4530,0.48,场内买入,场内卖出,
2013-01-04,1.8680,2.4420,0.70,场内买入,场内卖出,
2012-12-31,1.8550,2.4270,2.20,场内买入,场内卖出,
2012-12-28,1.8150,2.3800,1.68,场内买入,场内卖出,
2012-12-27,1.7850,2.3440,-0.78,场内买入,场内卖出,
2012-12-26,1.7990,2.3610,0.11,场内买入,场内卖出,
2012-12-25,1.7970,2.3580,2.92,场内买入,场内卖出,
2012-12-24,1.7460,2.2980,0.52,场内买入,场内卖出,
2012-12-21,1.7370,2.2870,-0.80,场内买入,场内卖出,
2012-12-20,1.7510,2.3040,0.52,场内买入,场内卖出,
2012-12-19,1.7420,2.2930,-0.06,场内买入,场内卖出,
2012-12-18,1.7430,2.2940,0.35,场内买入,场内卖出,
2012-12-17,1.7370,2.2870,0.58,场内买入,场内卖出,
2012-12-14,1.7270,2.2750,5.63,场内买入,场内卖出,
2012-12-13,1.6350,2.1660,-1.27,场内买入,场内卖出,
2012-12-12,1.6560,2.1910,0.67,场内买入,场内卖出,
2012-12-11,1.6450,2.1780,-0.48,场内买入,场内卖出,
2012-12-10,1.6530,2.1880,1.10,场内买入,场内卖出,
2012-12-07,1.6350,2.1660,2.19,场内买入,场内卖出,
2012-12-06,1.6000,2.1250,-0.12,场内买入,场内卖出,
2012-12-05,1.6020,2.1270,3.69,场内买入,场内卖出,
2012-12-04,1.5450,2.0600,0.91,场内买入,场内卖出,
2012-12-03,1.5310,2.0430,-1.03,场内买入,场内卖出,
2012-11-30,1.5470,2.0620,0.98,场内买入,场内卖出,
2012-11-29,1.5320,2.0440,-0.58,场内买入,场内卖出,
2012-11-28,1.5410,2.0550,-0.77,场内买入,场内卖出,
2012-11-27,1.5530,2.0690,-0.64,场内买入,场内卖出,
2012-11-26,1.5630,2.0810,-0.38,场内买入,场内卖出,
2012-11-23,1.5690,2.0880,0.97,场内买入,场内卖出,
2012-11-22,1.5540,2.0710,-0.58,场内买入,场内卖出,
2012-11-21,1.5630,2.0810,1.49,场内买入,场内卖出,
2012-11-20,1.5400,2.0540,-0.65,场内买入,场内卖出,
2012-11-19,1.5500,2.0660,-0.06,场内买入,场内卖出,
2012-11-16,1.5510,2.0670,-0.77,场内买入,场内卖出,
2012-11-15,1.5630,2.0810,-1.20,场内买入,场内卖出,
2012-11-14,1.5820,2.1040,0.44,场内买入,场内卖出,
2012-11-13,1.5750,2.0950,-1.59,场内买入,场内卖出,每份派现金0.0370元
2012-11-12,1.6380,2.1260,0.55,场内买入,场内卖出,
2012-11-09,1.6290,2.1160,0.00,场内买入,场内卖出,
2012-11-08,1.6290,2.1160,-1.63,场内买入,场内卖出,
2012-11-07,1.6560,2.1470,-0.12,场内买入,场内卖出,
2012-11-06,1.6580,2.1500,-0.30,场内买入,场内卖出,
2012-11-05,1.6630,2.1560,-0.12,场内买入,场内卖出,
2012-11-02,1.6650,2.1580,0.54,场内买入,场内卖出,
2012-11-01,1.6560,2.1470,1.91,场内买入,场内卖出,
2012-10-31,1.6250,2.1110,0.68,场内买入,场内卖出,
2012-10-30,1.6140,2.0980,0.31,场内买入,场内卖出,
2012-10-29,1.6090,2.0920,-0.86,场内买入,场内卖出,
2012-10-26,1.6230,2.1080,-1.70,场内买入,场内卖出,
2012-10-25,1.6510,2.1420,-0.66,场内买入,场内卖出,
2012-10-24,1.6620,2.1550,-0.12,场内买入,场内卖出,
2012-10-23,1.6640,2.1570,-1.07,场内买入,场内卖出,
2012-10-22,1.6820,2.1780,0.30,场内买入,场内卖出,
2012-10-19,1.6770,2.1720,-0.12,场内买入,场内卖出,
2012-10-18,1.6790,2.1750,1.33,场内买入,场内卖出,
2012-10-17,1.6570,2.1490,0.18,场内买入,场内卖出,
2012-10-16,1.6540,2.1450,0.06,场内买入,场内卖出,
2012-10-15,1.6530,2.1440,-0.30,场内买入,场内卖出,
2012-10-12,1.6580,2.1500,0.18,场内买入,场内卖出,
2012-10-11,1.6550,2.1460,-0.60,场内买入,场内卖出,
2012-10-10,1.6650,2.1580,-0.18,场内买入,场内卖出,
2012-10-09,1.6680,2.1620,1.96,场内买入,场内卖出,
2012-10-08,1.6360,2.1240,-1.03,场内买入,场内卖出,
2012-09-30,1.6530,2.1440,0.00,场内买入,场内卖出,
2012-09-28,1.6530,2.1440,1.60,场内买入,场内卖出,
2012-09-27,1.6270,2.1130,2.97,场内买入,场内卖出,
2012-09-26,1.5800,2.0580,-0.82,场内买入,场内卖出,
2012-09-25,1.5930,2.0730,0.00,场内买入,场内卖出,
2012-09-24,1.5930,2.0730,0.50,场内买入,场内卖出,
2012-09-21,1.5850,2.0630,0.38,场内买入,场内卖出,
2012-09-20,1.5790,2.0560,-1.80,场内买入,场内卖出,
2012-09-19,1.6080,2.0910,0.25,场内买入,场内卖出,
2012-09-18,1.6040,2.0860,-1.05,场内买入,场内卖出,
2012-09-17,1.6210,2.1060,-2.00,场内买入,场内卖出,
2012-09-14,1.6540,2.1450,1.04,场内买入,场内卖出,
2012-09-13,1.6370,2.1250,-0.67,场内买入,场内卖出,
2012-09-12,1.6480,2.1380,0.18,场内买入,场内卖出,
2012-09-11,1.6450,2.1340,-0.90,场内买入,场内卖出,
2012-09-10,1.6600,2.1520,0.06,场内买入,场内卖出,
2012-09-07,1.6590,2.1510,4.41,场内买入,场内卖出,
2012-09-06,1.5890,2.0680,0.89,场内买入,场内卖出,
2012-09-05,1.5750,2.0520,-0.69,场内买入,场内卖出,
2012-09-04,1.5860,2.0650,-0.81,场内买入,场内卖出,
2012-09-03,1.5990,2.0800,0.76,场内买入,场内卖出,
2012-08-31,1.5870,2.0660,-0.56,场内买入,场内卖出,
2012-08-30,1.5960,2.0760,0.38,场内买入,场内卖出,
2012-08-29,1.5900,2.0690,-1.00,场内买入,场内卖出,
2012-08-28,1.6060,2.0880,0.82,场内买入,场内卖出,
2012-08-27,1.5930,2.0730,-1.97,场内买入,场内卖出,
2012-08-24,1.6250,2.1110,-0.55,场内买入,场内卖出,
2012-08-23,1.6340,2.1210,0.37,场内买入,场内卖出,
2012-08-22,1.6280,2.1140,-0.43,场内买入,场内卖出,
2012-08-21,1.6350,2.1230,0.12,场内买入,场内卖出,
2012-08-20,1.6330,2.1200,-0.61,场内买入,场内卖出,
2012-08-17,1.6430,2.1320,0.06,场内买入,场内卖出,
2012-08-16,1.6420,2.1310,-0.30,场内买入,场内卖出,
2012-08-15,1.6470,2.1370,-1.44,场内买入,场内卖出,
2012-08-14,1.6710,2.1650,0.06,场内买入,场内卖出,
2012-08-13,1.6700,2.1640,-1.94,场内买入,场内卖出,
2012-08-10,1.7030,2.2030,-0.41,场内买入,场内卖出,
2012-08-09,1.7100,2.2110,0.53,场内买入,场内卖出,
2012-08-08,1.7010,2.2010,0.35,场内买入,场内卖出,
2012-08-07,1.6950,2.1940,-0.06,场内买入,场内卖出,
2012-08-06,1.6960,2.1950,1.01,场内买入,场内卖出,
2012-08-03,1.6790,2.1750,0.48,场内买入,场内卖出,
2012-08-02,1.6710,2.1650,-0.59,场内买入,场内卖出,
2012-08-01,1.6810,2.1770,0.90,场内买入,场内卖出,
2012-07-31,1.6660,2.1590,0.30,场内买入,场内卖出,
2012-07-30,1.6610,2.1530,-0.24,场内买入,场内卖出,
2012-07-27,1.6650,2.1580,0.36,场内买入,场内卖出,
2012-07-26,1.6590,2.1510,-0.24,场内买入,场内卖出,
2012-07-25,1.6630,2.1560,-0.36,场内买入,场内卖出,
2012-07-24,1.6690,2.1630,0.30,场内买入,场内卖出,
2012-07-23,1.6640,2.1570,-1.71,场内买入,场内卖出,
2012-07-20,1.6930,2.1910,-0.94,场内买入,场内卖出,
2012-07-19,1.7090,2.2100,0.65,场内买入,场内卖出,
2012-07-18,1.6980,2.1970,-0.29,场内买入,场内卖出,
2012-07-17,1.7030,2.2030,0.71,场内买入,场内卖出,
2012-07-16,1.6910,2.1890,-1.63,场内买入,场内卖出,
2012-07-13,1.7190,2.2220,0.29,场内买入,场内卖出,
2012-07-12,1.7140,2.2160,0.53,场内买入,场内卖出,
2012-07-11,1.7050,2.2050,0.53,场内买入,场内卖出,
2012-07-10,1.6960,2.1950,-0.24,场内买入,场内卖出,
2012-07-09,1.7000,2.2000,-2.47,场内买入,场内卖出,
2012-07-06,1.7430,2.2500,0.98,场内买入,场内卖出,
2012-07-05,1.7260,2.2300,-0.98,场内买入,场内卖出,
2012-07-04,1.7430,2.2500,0.17,场内买入,场内卖出,
2012-07-03,1.7400,2.2470,0.23,场内买入,场内卖出,
2012-07-02,1.7360,2.2420,-0.06,场内买入,场内卖出,
2012-06-30,1.7370,2.2430,0.00,场内买入,场内卖出,
2012-06-29,1.7370,2.2430,1.58,场内买入,场内卖出,
2012-06-28,1.7100,2.2110,-0.75,场内买入,场内卖出,
2012-06-27,1.7230,2.2270,-0.35,场内买入,场内卖出,
2012-06-26,1.7290,2.2340,0.17,场内买入,场内卖出,
2012-06-25,1.7260,2.2300,-1.76,场内买入,场内卖出,
2012-06-21,1.7570,2.2670,-1.57,场内买入,场内卖出,
2012-06-20,1.7850,2.3000,0.06,场内买入,场内卖出,
2012-06-19,1.7840,2.2990,-0.67,场内买入,场内卖出,
2012-06-18,1.7960,2.3130,0.45,场内买入,场内卖出,
2012-06-15,1.7880,2.3040,0.79,场内买入,场内卖出,
2012-06-14,1.7740,2.2870,-0.67,场内买入,场内卖出,
2012-06-13,1.7860,2.3010,1.48,场内买入,场内卖出,
2012-06-12,1.7600,2.2710,-0.57,场内买入,场内卖出,
2012-06-11,1.7700,2.2820,1.14,场内买入,场内卖出,
2012-06-08,1.7500,2.2590,-1.02,场内买入,场内卖出,
2012-06-07,1.7680,2.2800,-0.39,场内买入,场内卖出,
2012-06-06,1.7750,2.2880,0.28,场内买入,场内卖出,
2012-06-05,1.7700,2.2820,0.17,场内买入,场内卖出,
2012-06-04,1.7670,2.2790,-2.59,场内买入,场内卖出,
2012-06-01,1.8140,2.3350,0.17,场内买入,场内卖出,
2012-05-31,1.8110,2.3310,-0.60,场内买入,场内卖出,
2012-05-30,1.8220,2.3440,-0.33,场内买入,场内卖出,
2012-05-29,1.8280,2.3510,1.27,场内买入,场内卖出,
2012-05-28,1.8050,2.3240,1.40,场内买入,场内卖出,
2012-05-25,1.7800,2.2940,-0.73,场内买入,场内卖出,
2012-05-24,1.7930,2.3100,-0.66,场内买入,场内卖出,
2012-05-23,1.8050,2.3240,-0.50,场内买入,场内卖出,
2012-05-22,1.8140,2.3350,1.45,场内买入,场内卖出,
2012-05-21,1.7880,2.3040,0.51,场内买入,场内卖出,
2012-05-18,1.7790,2.2930,-1.33,场内买入,场内卖出,
2012-05-17,1.8030,2.3220,1.46,场内买入,场内卖出,
2012-05-16,1.7770,2.2910,-1.43,场内买入,场内卖出,每份派现金0.0110元
2012-05-15,1.8140,2.3220,0.06,场内买入,场内卖出,
2012-05-14,1.8130,2.3200,-0.87,场内买入,场内卖出,
2012-05-11,1.8290,2.3390,-0.76,场内买入,场内卖出,
2012-05-10,1.8430,2.3560,0.00,场内买入,场内卖出,
2012-05-09,1.8430,2.3560,-1.76,场内买入,场内卖出,
2012-05-08,1.8760,2.3950,-0.16,场内买入,场内卖出,
2012-05-07,1.8790,2.3980,-0.48,场内买入,场内卖出,
2012-05-04,1.8880,2.4090,0.64,场内买入,场内卖出,
2012-05-03,1.8760,2.3950,0.11,场内买入,场内卖出,
2012-05-02,1.8740,2.3930,2.18,场内买入,场内卖出,
2012-04-27,1.8340,2.3450,0.00,场内买入,场内卖出,
2012-04-26,1.8340,2.3450,0.22,场内买入,场内卖出,
2012-04-25,1.8300,2.3400,0.55,场内买入,场内卖出,
2012-04-24,1.8200,2.3290,0.50,场内买入,场内卖出,
2012-04-23,1.8110,2.3180,-0.82,场内买入,场内卖出,
2012-04-20,1.8260,2.3360,1.33,场内买入,场内卖出,
2012-04-19,1.8020,2.3070,0.11,场内买入,场内卖出,
2012-04-18,1.8000,2.3050,2.21,场内买入,场内卖出,
2012-04-17,1.7610,2.2590,-1.12,场内买入,场内卖出,
2012-04-16,1.7810,2.2820,-0.39,场内买入,场内卖出,
2012-04-13,1.7880,2.2910,0.34,场内买入,场内卖出,
2012-04-12,1.7820,2.2840,2.00,场内买入,场内卖出,
2012-04-11,1.7470,2.2420,-0.06,场内买入,场内卖出,
2012-04-10,1.7480,2.2430,0.81,场内买入,场内卖出,
2012-04-09,1.7340,2.2270,-0.91,场内买入,场内卖出,
2012-04-06,1.7500,2.2460,0.11,场内买入,场内卖出,
2012-04-05,1.7480,2.2430,1.69,场内买入,场内卖出,
2012-03-31,1.7190,2.2090,0.00,场内买入,场内卖出,
2012-03-30,1.7190,2.2090,1.00,场内买入,场内卖出,
2012-03-29,1.7020,2.1890,-1.16,场内买入,场内卖出,
2012-03-28,1.7220,2.2130,-2.27,场内买入,场内卖出,
2012-03-27,1.7620,2.2600,-0.11,场内买入,场内卖出,
2012-03-26,1.7640,2.2620,0.11,场内买入,场内卖出,
2012-03-23,1.7620,2.2600,-0.68,场内买入,场内卖出,
2012-03-22,1.7740,2.2740,0.11,场内买入,场内卖出,
2012-03-21,1.7720,2.2720,0.17,场内买入,场内卖出,
2012-03-20,1.7690,2.2680,-1.28,场内买入,场内卖出,
2012-03-19,1.7920,2.2950,-0.11,场内买入,场内卖出,
2012-03-16,1.7940,2.2980,1.07,场内买入,场内卖出,
2012-03-15,1.7750,2.2750,-0.89,场内买入,场内卖出,
2012-03-14,1.7910,2.2940,-1.97,场内买入,场内卖出,
2012-03-13,1.8270,2.3370,0.88,场内买入,场内卖出,
2012-03-12,1.8110,2.3180,-0.82,场内买入,场内卖出,
2012-03-09,1.8260,2.3360,0.77,场内买入,场内卖出,
2012-03-08,1.8120,2.3190,1.17,场内买入,场内卖出,
2012-03-07,1.7910,2.2940,-0.94,场内买入,场内卖出,
2012-03-06,1.8080,2.3140,-1.85,场内买入,场内卖出,
2012-03-05,1.8420,2.3550,-0.86,场内买入,场内卖出,
2012-03-02,1.8580,2.3740,1.36,场内买入,场内卖出,
2012-03-01,1.8330,2.3440,-0.22,场内买入,场内卖出,
2012-02-29,1.8370,2.3490,-0.86,场内买入,场内卖出,
2012-02-28,1.8530,2.3680,0.54,场内买入,场内卖出,
2012-02-27,1.8430,2.3560,0.11,场内买入,场内卖出,
2012-02-24,1.8410,2.3530,1.49,场内买入,场内卖出,
2012-02-23,1.8140,2.3220,0.22,场内买入,场内卖出,
2012-02-22,1.8100,2.3170,0.89,场内买入,场内卖出,
2012-02-21,1.7940,2.2980,0.56,场内买入,场内卖出,
2012-02-20,1.7840,2.2860,0.17,场内买入,场内卖出,
2012-02-17,1.7810,2.2820,0.23,场内买入,场内卖出,
2012-02-16,1.7770,2.2780,-0.67,场内买入,场内卖出,
2012-02-15,1.7890,2.2920,0.79,场内买入,场内卖出,
2012-02-14,1.7750,2.2750,-0.50,场内买入,场内卖出,
2012-02-13,1.7840,2.2860,-0.56,场内买入,场内卖出,
2012-02-10,1.7940,2.2980,0.00,场内买入,场内卖出,
2012-02-09,1.7940,2.2980,-0.28,场内买入,场内卖出,
2012-02-08,1.7990,2.3040,2.92,场内买入,场内卖出,
2012-02-07,1.7480,2.2430,-1.85,场内买入,场内卖出,
2012-02-06,1.7810,2.2820,-0.39,场内买入,场内卖出,
2012-02-03,1.7880,2.2910,0.56,场内买入,场内卖出,
2012-02-02,1.7780,2.2790,2.77,场内买入,场内卖出,
2012-02-01,1.7300,2.2220,-1.76,场内买入,场内卖出,
2012-01-31,1.7610,2.2590,0.06,场内买入,场内卖出,
2012-01-30,1.7600,2.2580,-1.79,场内买入,场内卖出,
2012-01-20,1.7920,2.2950,1.41,场内买入,场内卖出,
2012-01-19,1.7670,2.2660,2.08,场内买入,场内卖出,
2012-01-18,1.7310,2.2230,-1.26,场内买入,场内卖出,
2012-01-17,1.7530,2.2490,4.47,场内买入,场内卖出,
2012-01-16,1.6780,2.1610,-1.41,场内买入,场内卖出,
2012-01-13,1.7020,2.1890,-0.87,场内买入,场内卖出,
2012-01-12,1.7170,2.2070,0.47,场内买入,场内卖出,
2012-01-11,1.7090,2.1970,-0.70,场内买入,场内卖出,
2012-01-10,1.7210,2.2110,2.81,场内买入,场内卖出,
2012-01-09,1.6740,2.1560,3.14,场内买入,场内卖出,
2012-01-06,1.6230,2.0950,0.74,场内买入,场内卖出,
2012-01-05,1.6110,2.0810,0.12,场内买入,场内卖出,
2012-01-04,1.6090,2.0790,-1.41,场内买入,场内卖出,
2011-12-31,1.6320,2.1060,0.00,场内买入,场内卖出,
2011-12-30,1.6320,2.1060,1.30,场内买入,场内卖出,
2011-12-29,1.6110,2.0810,0.12,场内买入,场内卖出,
2011-12-28,1.6090,2.0790,0.25,场内买入,场内卖出,
2011-12-27,1.6050,2.0740,-0.68,场内买入,场内卖出,
2011-12-26,1.6160,2.0870,-0.98,场内买入,场内卖出,
2011-12-23,1.6320,2.1060,0.55,场内买入,场内卖出,
2011-12-22,1.6230,2.0950,0.31,场内买入,场内卖出,
2011-12-21,1.6180,2.0890,-1.28,场内买入,场内卖出,
2011-12-20,1.6390,2.1140,0.00,场内买入,场内卖出,
2011-12-19,1.6390,2.1140,-0.24,场内买入,场内卖出,
2011-12-16,1.6430,2.1190,1.86,场内买入,场内卖出,
2011-12-15,1.6130,2.0840,-2.36,场内买入,场内卖出,
2011-12-14,1.6520,2.1300,-0.54,场内买入,场内卖出,
2011-12-13,1.6610,2.1400,-1.95,场内买入,场内卖出,
2011-12-12,1.6940,2.1790,-0.76,场内买入,场内卖出,
2011-12-09,1.7070,2.1950,-0.58,场内买入,场内卖出,
2011-12-08,1.7170,2.2070,-0.06,场内买入,场内卖出,
2011-12-07,1.7180,2.2080,0.82,场内买入,场内卖出,
2011-12-06,1.7040,2.1910,-0.29,场内买入,场内卖出,
2011-12-05,1.7090,2.1970,-0.58,场内买入,场内卖出,
2011-12-02,1.7190,2.2090,-0.46,场内买入,场内卖出,
2011-12-01,1.7270,2.2190,2.98,场内买入,场内卖出,
2011-11-30,1.6770,2.1590,-3.06,场内买入,场内卖出,
2011-11-29,1.7300,2.2220,1.29,场内买入,场内卖出,
2011-11-28,1.7080,2.1960,0.12,场内买入,场内卖出,
2011-11-25,1.7060,2.1940,-0.76,场内买入,场内卖出,
2011-11-24,1.7190,2.2090,0.23,场内买入,场内卖出,
2011-11-23,1.7150,2.2040,-1.27,场内买入,场内卖出,
2011-11-22,1.7370,2.2300,0.06,场内买入,场内卖出,
2011-11-21,1.7360,2.2290,0.06,场内买入,场内卖出,
2011-11-18,1.7350,2.2280,-1.53,场内买入,场内卖出,
2011-11-17,1.7620,2.2600,-0.45,场内买入,场内卖出,
2011-11-16,1.7700,2.2690,-2.91,场内买入,场内卖出,
2011-11-15,1.8230,2.3320,-0.44,场内买入,场内卖出,
2011-11-14,1.8310,2.3420,2.01,场内买入,场内卖出,
2011-11-11,1.7950,2.2990,-0.11,场内买入,场内卖出,
2011-11-10,1.7970,2.3010,-2.18,场内买入,场内卖出,
2011-11-09,1.8370,2.3490,0.71,场内买入,场内卖出,
2011-11-08,1.8240,2.3330,-0.05,场内买入,场内卖出,
2011-11-07,1.8250,2.3350,-1.19,场内买入,场内卖出,
2011-11-04,1.8470,2.3610,0.65,场内买入,场内卖出,
2011-11-03,1.8350,2.3460,-0.33,场内买入,场内卖出,
2011-11-02,1.8410,2.3530,1.66,场内买入,场内卖出,
2011-11-01,1.8110,2.3180,0.22,场内买入,场内卖出,
2011-10-31,1.8070,2.3130,-0.88,场内买入,场内卖出,
2011-10-28,1.8230,2.3320,1.84,场内买入,场内卖出,
2011-10-27,1.7900,2.2930,0.51,场内买入,场内卖出,
2011-10-26,1.7810,2.2820,0.74,场内买入,场内卖出,
2011-10-25,1.7680,2.2670,1.32,场内买入,场内卖出,
2011-10-24,1.7450,2.2400,3.13,场内买入,场内卖出,
2011-10-21,1.6920,2.1770,0.18,场内买入,场内卖出,
2011-10-20,1.6890,2.1740,-2.03,场内买入,场内卖出,
2011-10-19,1.7240,2.2150,-0.06,场内买入,场内卖出,
2011-10-18,1.7250,2.2160,-2.71,场内买入,场内卖出,
2011-10-17,1.7730,2.2730,0.68,场内买入,场内卖出,
2011-10-14,1.7610,2.2590,-0.11,场内买入,场内卖出,
2011-10-13,1.7630,2.2610,0.51,场内买入,场内卖出,
2011-10-12,1.7540,2.2500,3.73,场内买入,场内卖出,
2011-10-11,1.6910,2.1760,0.30,场内买入,场内卖出,
2011-10-10,1.6860,2.1700,-0.88,场内买入,场内卖出,
2011-09-30,1.7010,2.1880,-0.23,场内买入,场内卖出,
2011-09-29,1.7050,2.1920,-0.35,场内买入,场内卖出,
2011-09-28,1.7110,2.2000,-0.87,场内买入,场内卖出,
2011-09-27,1.7260,2.2170,1.23,场内买入,场内卖出,
2011-09-26,1.7050,2.1920,-2.85,场内买入,场内卖出,
2011-09-23,1.7550,2.2520,-0.62,场内买入,场内卖出,
2011-09-22,1.7660,2.2650,-3.18,场内买入,场内卖出,
2011-09-21,1.8240,2.3330,2.88,场内买入,场内卖出,
2011-09-20,1.7730,2.2730,0.45,场内买入,场内卖出,
2011-09-19,1.7650,2.2640,-1.94,场内买入,场内卖出,
2011-09-16,1.8000,2.3050,0.28,场内买入,场内卖出,
2011-09-15,1.7950,2.2990,-0.39,场内买入,场内卖出,
2011-09-14,1.8020,2.3070,0.22,场内买入,场内卖出,
2011-09-13,1.7980,2.3030,-0.99,场内买入,场内卖出,
2011-09-09,1.8160,2.3240,0.06,场内买入,场内卖出,
2011-09-08,1.8150,2.3230,-0.82,场内买入,场内卖出,
2011-09-07,1.8300,2.3400,1.95,场内买入,场内卖出,
2011-09-06,1.7950,2.2990,-0.39,场内买入,场内卖出,
2011-09-05,1.8020,2.3070,-1.85,场内买入,场内卖出,
2011-09-02,1.8360,2.3480,-1.08,场内买入,场内卖出,
2011-09-01,1.8560,2.3710,-0.05,场内买入,场内卖出,
2011-08-31,1.8570,2.3720,0.32,场内买入,场内卖出,
2011-08-30,1.8510,2.3650,-0.11,场内买入,场内卖出,
2011-08-29,1.8530,2.3680,-2.06,场内买入,场内卖出,
2011-08-26,1.8920,2.4140,-0.11,场内买入,场内卖出,
2011-08-25,1.8940,2.4160,3.95,场内买入,场内卖出,
2011-08-24,1.8220,2.3310,-0.76,场内买入,场内卖出,
2011-08-23,1.8360,2.3480,1.72,场内买入,场内卖出,
2011-08-22,1.8050,2.3110,-0.82,场内买入,场内卖出,
2011-08-19,1.8200,2.3290,-0.98,场内买入,场内卖出,
2011-08-18,1.8380,2.3500,-1.82,场内买入,场内卖出,
2011-08-17,1.8720,2.3900,-0.32,场内买入,场内卖出,
2011-08-16,1.8780,2.3970,-0.48,场内买入,场内卖出,
2011-08-15,1.8870,2.4080,1.89,场内买入,场内卖出,
2011-08-12,1.8520,2.3660,-0.11,场内买入,场内卖出,
2011-08-11,1.8540,2.3690,1.42,场内买入,场内卖出,
2011-08-10,1.8280,2.3380,0.66,场内买入,场内卖出,
2011-08-09,1.8160,2.3240,0.33,场内买入,场内卖出,
2011-08-08,1.8100,2.3170,-2.95,场内买入,场内卖出,
2011-08-05,1.8650,2.3820,-2.41,场内买入,场内卖出,
2011-08-04,1.9110,2.4360,0.10,场内买入,场内卖出,
2011-08-03,1.9090,2.4340,-0.05,场内买入,场内卖出,
2011-08-02,1.9100,2.4350,-0.83,场内买入,场内卖出,
2011-08-01,1.9260,2.4540,0.10,场内买入,场内卖出,
2011-07-29,1.9240,2.4520,0.47,场内买入,场内卖出,
2011-07-28,1.9150,2.4410,-0.93,场内买入,场内卖出,
2011-07-27,1.9330,2.4620,0.16,场内买入,场内卖出,
2011-07-26,1.9300,2.4590,0.31,场内买入,场内卖出,
2011-07-25,1.9240,2.4520,-2.73,场内买入,场内卖出,
2011-07-22,1.9780,2.5160,0.15,场内买入,场内卖出,
2011-07-21,1.9750,2.5120,-1.10,场内买入,场内卖出,
2011-07-20,1.9970,2.5380,-0.25,场内买入,场内卖出,
2011-07-19,2.0020,2.5440,-0.69,场内买入,场内卖出,
2011-07-18,2.0160,2.5610,-0.40,场内买入,场内卖出,
2011-07-15,2.0240,2.5700,0.30,场内买入,场内卖出,
2011-07-14,2.0180,2.5630,0.35,场内买入,场内卖出,
2011-07-13,2.0110,2.5550,1.51,场内买入,场内卖出,
2011-07-12,1.9810,2.5190,-2.08,场内买入,场内卖出,
2011-07-11,2.0230,2.5690,-0.25,场内买入,场内卖出,
2011-07-08,2.0280,2.5750,0.45,场内买入,场内卖出,
2011-07-07,2.0190,2.5640,-0.49,场内买入,场内卖出,
2011-07-06,2.0290,2.5760,-0.59,场内买入,场内卖出,
2011-07-05,2.0410,2.5900,-0.24,场内买入,场内卖出,
2011-07-04,2.0460,2.5960,2.45,场内买入,场内卖出,
2011-07-01,1.9970,2.5380,-0.05,场内买入,场内卖出,
2011-06-30,1.9980,2.5390,1.52,场内买入,场内卖出,
2011-06-29,1.9680,2.5040,-1.60,场内买入,场内卖出,
2011-06-28,2.0000,2.5420,0.00,场内买入,场内卖出,
2011-06-27,2.0000,2.5420,-0.15,场内买入,场内卖出,
2011-06-24,2.0030,2.5450,2.40,场内买入,场内卖出,
2011-06-23,1.9560,2.4900,1.50,场内买入,场内卖出,
2011-06-22,1.9270,2.4550,-0.05,场内买入,场内卖出,
2011-06-21,1.9280,2.4560,1.00,场内买入,场内卖出,
2011-06-20,1.9090,2.4340,-0.37,场内买入,场内卖出,
2011-06-17,1.9160,2.4420,-0.67,场内买入,场内卖出,
2011-06-16,1.9290,2.4580,-1.18,场内买入,场内卖出,
